case_id,complaint_category,complaint,officer_name,officer_id,speaking_order,bank_name,resolution_status
CMS_2026_143,Credit Card Overcharging,"The bank charged me a late fee of Rs. 178,968 and high interest charges on 20-January-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. Rajesh Malhotra,OFF_105,"The complainant initiated payment before the cutoff time on the due date. The gateway delay is the bank's responsibility. The bank is directed to refund all late fees and interest of Rs. 178,968.",Bank_07,Allowed
CMS_2026_144,Loan Recovery Harassment,"Even after I settled my personal loan account in full and obtained a No Dues Certificate from Bank_07, recovery agents visited my office on 28-May-2026 demanding further payments of Rs. 190,722 as pending interest.",Ms. Ananya Rao,OFF_102,"The settlement payment was defaulted on, resulting in the cancellation of the settlement agreement. The bank's recovery actions are legally valid. Complaint dismissed.",Bank_07,Dismissed
CMS_2026_145,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 22-April-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 184,102 as recovery charges to release the vehicle.",Mr. David D'Souza,OFF_103,The bank proved that multiple notices were sent to the customer's registered address. The repossession was carried out legally under the loan agreement terms. Complaint dismissed.,Bank_06,Dismissed
CMS_2026_146,Pension & Account Maintenance Issues,My pension payment for the month of April 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Ms. Ananya Rao,OFF_102,"As per RBI circulars on pension disbursement, delayed pensions attract an interest of 8% per annum. The bank is directed to pay the pension along with Rs. 13,881 as interest for the delay.",Bank_03,Allowed
CMS_2026_147,Credit Card Overcharging,"I was charged Rs. 60,386 as an annual fee on my credit card on 05-February-2026, despite being promised a lifetime free card. The customer care executive is refusing to reverse it, saying the offer has expired.",Mr. Rajesh Malhotra,OFF_105,"The card terms state that the annual fee is waived only if annual spend exceeds Rs. 1,00,000. The complainant's spend was lower. Complaint dismissed.",Bank_06,Dismissed
CMS_2026_148,Pension & Account Maintenance Issues,My pension payment for the month of February 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Mr. David D'Souza,OFF_103,"As per RBI circulars on pension disbursement, delayed pensions attract an interest of 8% per annum. The bank is directed to pay the pension along with Rs. 16,341 as interest for the delay.",Bank_01,Allowed
CMS_2026_149,Credit Card Overcharging,"My credit card bill dated 25-April-2026 shows a charge of Rs. 75,692 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Ms. Fatima Sheikh,OFF_104,The bank provided transaction logs confirming the transaction was authenticated by the customer using OTP and 3D Secure. The dispute is invalid. Complaint dismissed.,Bank_04,Dismissed
CMS_2026_150,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 19-April-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 249,284 as recovery charges to release the vehicle.",Ms. Fatima Sheikh,OFF_104,"The repossession was done without following due process and without adequate notice. The bank is directed to return the vehicle, waive the recovery charges of Rs. 249,284, and pay Rs. 20,000 as compensation.",Bank_04,Allowed
CMS_2026_151,Pension & Account Maintenance Issues,My pension payment for the month of January 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Mr. Rajesh Malhotra,OFF_105,"The delay was due to late receipt of the pension scroll from the government treasury department, not the bank. Complaint dismissed.",Bank_03,Dismissed
CMS_2026_152,Credit Card Overcharging,"I was charged Rs. 72,510 as an annual fee on my credit card on 15-May-2026, despite being promised a lifetime free card. The customer care executive is refusing to reverse it, saying the offer has expired.",Ms. Ananya Rao,OFF_102,"The card terms state that the annual fee is waived only if annual spend exceeds Rs. 1,00,000. The complainant's spend was lower. Complaint dismissed.",Bank_02,Dismissed
CMS_2026_153,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Mr. David D'Souza,OFF_103,The bank provided call logs proving calls were made during standard hours (8 AM to 7 PM). No evidence of abusive language. Complaint dismissed.,Bank_08,Dismissed
CMS_2026_154,Unauthorized Electronic Transaction,"On 04-March-2026, Rs. 245,010 was debited from my account through UPI. I did not initiate this payment. The UPI ID of the recipient is unknown to me. The bank is refusing to credit back the amount, saying the transaction was authenticated by my PIN.",Ms. Fatima Sheikh,OFF_104,"The bank did not implement proper fraud risk velocity checks on UPI transfers. The bank is directed to restore the debited amount of Rs. 245,010 to the complainant's account.",Bank_04,Allowed
CMS_2026_155,Credit Card Overcharging,"The bank charged me a late fee of Rs. 162,309 and high interest charges on 01-January-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. Rajesh Malhotra,OFF_105,"The complainant initiated payment before the cutoff time on the due date. The gateway delay is the bank's responsibility. The bank is directed to refund all late fees and interest of Rs. 162,309.",Bank_03,Allowed
CMS_2026_156,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_09 on 10-January-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Ms. Fatima Sheikh,OFF_104,The account was frozen following a cyber-police directive regarding a suspicious deposit. The bank acted in compliance with law enforcement directives. Complaint dismissed.,Bank_09,Dismissed
CMS_2026_157,Credit Card Overcharging,"The bank charged me a late fee of Rs. 157,431 and high interest charges on 18-January-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. Suresh Kumar,OFF_101,"The complainant initiated payment before the cutoff time on the due date. The gateway delay is the bank's responsibility. The bank is directed to refund all late fees and interest of Rs. 157,431.",Bank_02,Allowed
CMS_2026_158,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Mr. Suresh Kumar,OFF_101,The bank provided call logs proving calls were made during standard hours (8 AM to 7 PM). No evidence of abusive language. Complaint dismissed.,Bank_10,Dismissed
CMS_2026_159,Pension & Account Maintenance Issues,"The bank charged me Rs. 146,267 as penalty for non-maintenance of minimum balance on 01-April-2026, but they never sent me an alert or warning SMS that my balance had dropped below the threshold.",Mr. David D'Souza,OFF_103,"As per RBI regulations, banks must notify customers before levying charges for minimum balance non-maintenance. The bank is ordered to refund the penalty of Rs. 146,267.",Bank_09,Allowed
CMS_2026_160,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Mr. Rajesh Malhotra,OFF_105,"The bank's recovery agents violated RBI guidelines on calling hours and harassment. The bank is directed to pay Rs. 6,371 to the complainant as compensation and issue a warning to the collection agency.",Bank_05,Allowed
CMS_2026_161,Mis-selling of Financial Products,"I was sold a high-risk mutual fund with a lump sum investment of Rs. 122,798 by the bank relationship manager, who promised guaranteed returns of 15% per annum. The portfolio value has dropped, and I have lost my principal. This is mis-selling.",Ms. Fatima Sheikh,OFF_104,Mutual fund investments are subject to market risks. The customer signed the risk disclosure documents. No service deficiency established. Complaint dismissed.,Bank_06,Dismissed
CMS_2026_162,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 208,384 from my savings account on 07-January-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Mr. Rajesh Malhotra,OFF_105,"The Ombudsman observed that the customer reported the unauthorized transactions within 24 hours of occurrence. As per RBI guidelines on limited liability of customers, the bank is directed to reverse the charges of Rs. 208,384 and restore the balance. No additional compensation is awarded.",Bank_01,Allowed
CMS_2026_163,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Mr. Suresh Kumar,OFF_101,"The bank's recovery agents violated RBI guidelines on calling hours and harassment. The bank is directed to pay Rs. 23,487 to the complainant as compensation and issue a warning to the collection agency.",Bank_08,Allowed
CMS_2026_164,Credit Card Overcharging,"The bank charged me a late fee of Rs. 195,853 and high interest charges on 15-April-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. David D'Souza,OFF_103,"The payment was initiated after the banking hours cutoff on the due date, leading to next-day clearance. Late fee is as per terms. Complaint dismissed.",Bank_06,Dismissed
CMS_2026_165,Pension & Account Maintenance Issues,My pension payment for the month of January 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Mr. Suresh Kumar,OFF_101,"As per RBI circulars on pension disbursement, delayed pensions attract an interest of 8% per annum. The bank is directed to pay the pension along with Rs. 19,874 as interest for the delay.",Bank_09,Allowed
CMS_2026_166,Credit Card Overcharging,"The bank charged me a late fee of Rs. 81,346 and high interest charges on 15-May-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Ms. Fatima Sheikh,OFF_104,"The complainant initiated payment before the cutoff time on the due date. The gateway delay is the bank's responsibility. The bank is directed to refund all late fees and interest of Rs. 81,346.",Bank_02,Allowed
CMS_2026_167,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 09-January-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 115,017 as recovery charges to release the vehicle.",Ms. Ananya Rao,OFF_102,"The repossession was done without following due process and without adequate notice. The bank is directed to return the vehicle, waive the recovery charges of Rs. 115,017, and pay Rs. 20,000 as compensation.",Bank_01,Allowed
CMS_2026_168,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 178,756 was withdrawn at an ATM on 26-April-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Mr. David D'Souza,OFF_103,The bank provided evidence that the transactions were validated with chip-and-PIN technology. The customer failed to establish that the compromise occurred due to bank's negligence. Complaint dismissed.,Bank_01,Dismissed
CMS_2026_169,Credit Card Overcharging,"My credit card bill dated 20-February-2026 shows a charge of Rs. 9,489 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Mr. Suresh Kumar,OFF_101,"As per RBI rules, disputed credit card transactions must not be charged interest while investigation is pending. The bank is directed to reverse Rs. 9,489 and all interest and fees.",Bank_06,Allowed
CMS_2026_170,Mis-selling of Financial Products,"I was sold a high-risk mutual fund with a lump sum investment of Rs. 97,193 by the bank relationship manager, who promised guaranteed returns of 15% per annum. The portfolio value has dropped, and I have lost my principal. This is mis-selling.",Ms. Ananya Rao,OFF_102,"The bank staff made misleading statements regarding returns. The bank is ordered to refund the principal amount of Rs. 97,193 less current portfolio value, and pay Rs. 5,000 for service deficiency.",Bank_10,Allowed
CMS_2026_171,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_08 on 18-January-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Mr. Rajesh Malhotra,OFF_105,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_08,Allowed
CMS_2026_172,Credit Card Overcharging,"I was charged Rs. 33,148 as an annual fee on my credit card on 05-January-2026, despite being promised a lifetime free card. The customer care executive is refusing to reverse it, saying the offer has expired.",Mr. David D'Souza,OFF_103,"The card terms state that the annual fee is waived only if annual spend exceeds Rs. 1,00,000. The complainant's spend was lower. Complaint dismissed.",Bank_05,Dismissed
CMS_2026_173,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 143,126 was withdrawn at an ATM on 10-March-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Mr. Suresh Kumar,OFF_101,"The Ombudsman noted that the ATM video footage showed a third party using a cloned card, and the customer reported within 2 days. The bank is directed to credit back Rs. 143,126 to the customer's account.",Bank_06,Allowed
CMS_2026_174,Mis-selling of Financial Products,"I went to Bank_04 to renew my Fixed Deposit of Rs. 208,191 for 8 years. The executive tricked me into signing a policy document, claiming it was a tax-saving FD. Later, I realized it is a ULIP with an annual premium obligation of Rs. 208,191. I want my premium refunded.",Mr. Rajesh Malhotra,OFF_105,The bank submitted the signed key feature document indicating the customer consented to the insurance plan. No evidence of misrepresentation. Complaint dismissed.,Bank_04,Dismissed
CMS_2026_175,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 82,078 from my savings account on 13-April-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Mr. David D'Souza,OFF_103,"The Ombudsman observed that the customer reported the unauthorized transactions within 24 hours of occurrence. As per RBI guidelines on limited liability of customers, the bank is directed to reverse the charges of Rs. 82,078 and restore the balance. No additional compensation is awarded.",Bank_03,Allowed
CMS_2026_176,Credit Card Overcharging,"My credit card bill dated 12-February-2026 shows a charge of Rs. 136,622 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Mr. Suresh Kumar,OFF_101,"As per RBI rules, disputed credit card transactions must not be charged interest while investigation is pending. The bank is directed to reverse Rs. 136,622 and all interest and fees.",Bank_02,Allowed
CMS_2026_177,Credit Card Overcharging,"The bank charged me a late fee of Rs. 44,163 and high interest charges on 06-March-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Mr. Rajesh Malhotra,OFF_105,"The payment was initiated after the banking hours cutoff on the due date, leading to next-day clearance. Late fee is as per terms. Complaint dismissed.",Bank_02,Dismissed
CMS_2026_178,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Mr. Rajesh Malhotra,OFF_105,"The bank's recovery agents violated RBI guidelines on calling hours and harassment. The bank is directed to pay Rs. 22,133 to the complainant as compensation and issue a warning to the collection agency.",Bank_05,Allowed
CMS_2026_179,Mis-selling of Financial Products,"I was sold a high-risk mutual fund with a lump sum investment of Rs. 41,421 by the bank relationship manager, who promised guaranteed returns of 15% per annum. The portfolio value has dropped, and I have lost my principal. This is mis-selling.",Mr. Suresh Kumar,OFF_101,"The bank staff made misleading statements regarding returns. The bank is ordered to refund the principal amount of Rs. 41,421 less current portfolio value, and pay Rs. 5,000 for service deficiency.",Bank_03,Allowed
CMS_2026_180,Credit Card Overcharging,"My credit card bill dated 19-March-2026 shows a charge of Rs. 203,118 for a transaction I never made. I reported the dispute, but the bank has charged me interest and late payment fees on this disputed amount.",Ms. Fatima Sheikh,OFF_104,The bank provided transaction logs confirming the transaction was authenticated by the customer using OTP and 3D Secure. The dispute is invalid. Complaint dismissed.,Bank_02,Dismissed
CMS_2026_181,Pension & Account Maintenance Issues,"My savings account was frozen by Bank_09 on 08-April-2026 without any prior notice. I cannot withdraw money for my basic needs. The bank manager says they are checking KYC, but I submitted all documents last month.",Ms. Fatima Sheikh,OFF_104,"The customer had submitted valid KYC documents prior to the freeze. The bank froze the account without 30 days notice. The bank is directed to unfreeze the account and pay Rs. 5,000 for service deficiency.",Bank_09,Allowed
CMS_2026_182,Credit Card Overcharging,"The bank charged me a late fee of Rs. 54,483 and high interest charges on 11-May-2026, even though I paid the total amount due on the due date. The payment was processed late by the bank's own gateway.",Ms. Ananya Rao,OFF_102,"The payment was initiated after the banking hours cutoff on the due date, leading to next-day clearance. Late fee is as per terms. Complaint dismissed.",Bank_07,Dismissed
CMS_2026_183,Pension & Account Maintenance Issues,"The bank charged me Rs. 28,835 as penalty for non-maintenance of minimum balance on 11-February-2026, but they never sent me an alert or warning SMS that my balance had dropped below the threshold.",Mr. Suresh Kumar,OFF_101,"As per RBI regulations, banks must notify customers before levying charges for minimum balance non-maintenance. The bank is ordered to refund the penalty of Rs. 28,835.",Bank_06,Allowed
CMS_2026_184,Unauthorized Electronic Transaction,"On 20-April-2026, Rs. 227,535 was debited from my account through UPI. I did not initiate this payment. The UPI ID of the recipient is unknown to me. The bank is refusing to credit back the amount, saying the transaction was authenticated by my PIN.",Mr. David D'Souza,OFF_103,The transaction was verified to be a person-to-person transfer initiated from the complainant's device with correct UPI PIN. No security breach detected on bank's systems. Complaint dismissed.,Bank_01,Dismissed
CMS_2026_185,Mis-selling of Financial Products,"The bank relationship manager forced me to buy a credit life insurance policy of Rs. 135,932 as a condition for approving my home loan on 15-April-2026. They said the loan would not be sanctioned without it. This is tied-selling and against RBI rules.",Ms. Fatima Sheikh,OFF_104,"Tied-selling of insurance is prohibited under RBI guidelines. The bank is directed to refund the premium of Rs. 135,932 and decouple the insurance from the loan.",Bank_04,Allowed
CMS_2026_186,Pension & Account Maintenance Issues,My pension payment for the month of March 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Ms. Fatima Sheikh,OFF_104,"The delay was due to late receipt of the pension scroll from the government treasury department, not the bank. Complaint dismissed.",Bank_09,Dismissed
CMS_2026_187,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Mr. Suresh Kumar,OFF_101,"The bank's recovery agents violated RBI guidelines on calling hours and harassment. The bank is directed to pay Rs. 13,991 to the complainant as compensation and issue a warning to the collection agency.",Bank_05,Allowed
CMS_2026_188,Pension & Account Maintenance Issues,My pension payment for the month of March 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Mr. Rajesh Malhotra,OFF_105,"As per RBI circulars on pension disbursement, delayed pensions attract an interest of 8% per annum. The bank is directed to pay the pension along with Rs. 20,017 as interest for the delay.",Bank_10,Allowed
CMS_2026_189,Unauthorized Electronic Transaction,"I noticed unauthorized online transactions amounting to Rs. 26,344 from my savings account on 13-March-2026. I immediately blocked my card and registered a complaint with the bank, but they refused to refund the amount, claiming customer negligence in safeguarding details. I did not share any OTP or password.",Ms. Ananya Rao,OFF_102,Forensic logs submitted by the bank confirm the transactions were completed using the customer's registered mobile device and the second-factor authentication OTP was sent and entered successfully. The complaint is dismissed due to customer negligence.,Bank_10,Dismissed
CMS_2026_190,Pension & Account Maintenance Issues,"The bank charged me Rs. 106,221 as penalty for non-maintenance of minimum balance on 17-January-2026, but they never sent me an alert or warning SMS that my balance had dropped below the threshold.",Mr. Rajesh Malhotra,OFF_105,The bank provided log records showing that three SMS warnings were sent to the customer's registered number over a period of 30 days prior to charging the penalty. Complaint dismissed.,Bank_04,Dismissed
CMS_2026_191,Mis-selling of Financial Products,"I was sold a high-risk mutual fund with a lump sum investment of Rs. 235,129 by the bank relationship manager, who promised guaranteed returns of 15% per annum. The portfolio value has dropped, and I have lost my principal. This is mis-selling.",Mr. Rajesh Malhotra,OFF_105,"The bank staff made misleading statements regarding returns. The bank is ordered to refund the principal amount of Rs. 235,129 less current portfolio value, and pay Rs. 5,000 for service deficiency.",Bank_08,Allowed
CMS_2026_192,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 17-May-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 218,131 as recovery charges to release the vehicle.",Mr. David D'Souza,OFF_103,The bank proved that multiple notices were sent to the customer's registered address. The repossession was carried out legally under the loan agreement terms. Complaint dismissed.,Bank_05,Dismissed
CMS_2026_193,Unauthorized Electronic Transaction,"On 10-January-2026, Rs. 154,014 was debited from my account through UPI. I did not initiate this payment. The UPI ID of the recipient is unknown to me. The bank is refusing to credit back the amount, saying the transaction was authenticated by my PIN.",Mr. Rajesh Malhotra,OFF_105,The transaction was verified to be a person-to-person transfer initiated from the complainant's device with correct UPI PIN. No security breach detected on bank's systems. Complaint dismissed.,Bank_06,Dismissed
CMS_2026_194,Mis-selling of Financial Products,"I was sold a high-risk mutual fund with a lump sum investment of Rs. 14,462 by the bank relationship manager, who promised guaranteed returns of 15% per annum. The portfolio value has dropped, and I have lost my principal. This is mis-selling.",Ms. Ananya Rao,OFF_102,Mutual fund investments are subject to market risks. The customer signed the risk disclosure documents. No service deficiency established. Complaint dismissed.,Bank_10,Dismissed
CMS_2026_195,Unauthorized Electronic Transaction,"My debit card was cloned and cash amounting to Rs. 29,808 was withdrawn at an ATM on 07-January-2026 while the card was in my physical possession. I immediately reported it, but the bank claims the card PIN was used and therefore they are not liable.",Ms. Ananya Rao,OFF_102,"The Ombudsman noted that the ATM video footage showed a third party using a cloned card, and the customer reported within 2 days. The bank is directed to credit back Rs. 29,808 to the customer's account.",Bank_01,Allowed
CMS_2026_196,Pension & Account Maintenance Issues,"The bank charged me Rs. 242,309 as penalty for non-maintenance of minimum balance on 16-January-2026, but they never sent me an alert or warning SMS that my balance had dropped below the threshold.",Ms. Fatima Sheikh,OFF_104,"As per RBI regulations, banks must notify customers before levying charges for minimum balance non-maintenance. The bank is ordered to refund the penalty of Rs. 242,309.",Bank_07,Allowed
CMS_2026_197,Pension & Account Maintenance Issues,My pension payment for the month of March 2026 has been delayed by the bank. I am a retired government employee and depend on this pension. The bank staff is giving excuses.,Ms. Ananya Rao,OFF_102,"As per RBI circulars on pension disbursement, delayed pensions attract an interest of 8% per annum. The bank is directed to pay the pension along with Rs. 21,990 as interest for the delay.",Bank_09,Allowed
CMS_2026_198,Loan Recovery Harassment,"My loan EMI was delayed by two weeks due to a medical emergency. The bank's recovery agents are calling me at 11 PM, sending abusive messages on WhatsApp, and harassing my family members, violating RBI recovery agent guidelines.",Mr. Rajesh Malhotra,OFF_105,"The bank's recovery agents violated RBI guidelines on calling hours and harassment. The bank is directed to pay Rs. 12,388 to the complainant as compensation and issue a warning to the collection agency.",Bank_05,Allowed
CMS_2026_199,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 18-April-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 178,372 as recovery charges to release the vehicle.",Ms. Ananya Rao,OFF_102,The bank proved that multiple notices were sent to the customer's registered address. The repossession was carried out legally under the loan agreement terms. Complaint dismissed.,Bank_05,Dismissed
CMS_2026_200,Loan Recovery Harassment,"The recovery team of the bank seized my vehicle on 12-April-2026 without giving the mandatory 14 days pre-possession notice. They also demanded Rs. 21,717 as recovery charges to release the vehicle.",Mr. Rajesh Malhotra,OFF_105,"The repossession was done without following due process and without adequate notice. The bank is directed to return the vehicle, waive the recovery charges of Rs. 21,717, and pay Rs. 20,000 as compensation.",Bank_05,Allowed
